"","x"
"3621",525114069
"3622",244056000
"3623",236747000
"3624",636025427
"3625",563059500
"3626",244660530
"3627",477133600
"3628",457357000
"3629",205248590
"3630",548630200
"3631",525701052
"3632",563165300
"3633",255984000
"3634",564590000
"3635",538011013
"3636",244670157
"3637",563009160
"3638",431019136
"3639",244670697
"3640",667002414
"3641",271050332
"3642",308665000
"3643",372894000
"3644",431001006
"3645",210665000
"3646",211511770
"3647",232017125
"3648",431884000
"3649",565453000
"3650",215532000
"3651",563126600
"3652",241659000
"3653",431013371
"3654",636022275
"3655",563081500
"3656",255804690
"3657",211645330
"3658",667002336
"3659",636021904
"3660",431003801
"3661",564462000
"3662",636014637
"3663",244093320
"3664",309832000
"3665",341444001
"3666",563214200
"3667",563258900
"3668",431000692
"3669",356307000
"3670",538008785
"3671",525109008
"3672",215825000
"3673",311000477
"3674",256757000
"3675",431024669
"3676",256212000
"3677",636025471
"3678",309987000
"3679",211394510
"3680",244790272
"3681",205574090
"3682",352179000
"3683",249083000
"3684",538006211
"3685",563175200
"3686",431012174
"3687",235116958
"3688",244077643
"3689",211552670
"3690",567615000
"3691",253242356
"3692",636020805
"3693",538005552
"3694",368009250
"3695",636023992
"3696",610107156
"3697",244004465
"3698",257772000
"3699",447087000
"3700",538011520
"3701",372616000
"3702",538002402
"3703",311000222
"3704",563226900
"3705",538009156
"3706",205567190
"3707",563141000
"3708",205297690
"3709",311076800
"3710",303031000
"3711",352002083
"3712",248058000
"3713",431014789
"3714",219021350
"3715",525121033
"3716",710003613
"3717",701123000
"3718",431001061
"3719",311001072
"3720",422200600
"3721",228475600
"3722",211671400
"3723",636022982
"3724",431000080
"3725",431017196
"3726",319301900
"3727",249989000
"3728",563276900
"3729",636023468
"3730",563308800
"3731",219759000
"3732",352001097
"3733",538008923
"3734",538003352
"3735",256614000
"3736",271002603
"3737",211747180
"3738",212651000
"3739",355051000
"3740",205376090
"3741",244376509
"3742",249941000
"3743",244630657
"3744",249451000
"3745",203999335
"3746",205370590
"3747",244790148
"3748",219426000
"3749",525108006
"3750",525020223
"3751",447187000
"3752",565288000
"3753",255714000
"3754",211280440
"3755",525107020
"3756",205548290
"3757",211664590
"3758",248159000
"3759",538010840
"3760",525701319
"3761",636021498
"3762",253000037
"3763",273273930
"3764",431009737
"3765",311019200
"3766",211551260
"3767",311000631
"3768",352004997
"3769",574379000
"3770",613271404
"3771",244700498
"3772",256286000
"3773",538009852
"3774",269057536
"3775",310731000
"3776",636020424
"3777",211833710
"3778",354833000
"3779",219018897
"3780",211273730
"3781",244035772
"3782",308871000
"3783",253242499
"3784",257351000
"3785",244620953
"3786",229476000
"3787",215045000
"3788",235067397
"3789",244021954
"3790",244315946
"3791",667001624
"3792",563117900
"3793",477716300
"3794",374577000
"3795",273352450
"3796",538003301
"3797",258795000
"3798",211620610
"3799",352001126
"3800",567059800
"3801",565894000
"3802",210688000
"3803",431021928
"3804",241517000
"3805",431014828
"3806",636025525
"3807",244140972
"3808",701124000
"3809",538010912
"3810",244316022
"3811",211511900
"3812",352004375
"3813",636014252
"3814",226015160
"3815",269057128
"3816",431001401
"3817",566135000
"3818",567522000
"3819",370408000
"3820",431023494
"3821",211669150
"3822",244650834
"3823",636017331
"3824",477099600
"3825",701006413
"3826",613327400
"3827",538008876
"3828",403096001
"3829",271052911
"3830",636021708
"3831",538004215
"3832",440532000
"3833",241692000
"3834",219019067
"3835",355464000
"3836",563133700
"3837",273266690
"3838",667002072
"3839",431023752
"3840",538011370
"3841",431006905
"3842",564011000
"3843",249575000
"3844",256047000
"3845",352003668
"3846",431501741
"3847",314001079
"3848",255916523
"3849",538008872
"3850",563074600
"3851",538010567
"3852",613541600
"3853",356673000
"3854",244671549
"3855",636018716
"3856",248347000
"3857",255803880
"3858",538009183
"3859",538003346
"3860",257081350
"3861",431000689
"3862",636016315
"3863",538005601
"3864",574754439
"3865",636024122
"3866",636026010
"3867",567621000
"3868",211515880
"3869",563353000
"3870",636020734
"3871",271000747
"3872",538008858
"3873",256462000
"3874",710032130
"3875",244620890
"3876",211592070
"3877",244859614
"3878",563480000
"3879",477648200
"3880",566592000
"3881",211848160
"3882",403653000
"3883",563034430
"3884",232005015
"3885",636024377
"3886",253242357
"3887",538011943
"3888",244672643
"3889",310478000
"3890",211668470
"3891",244750376
"3892",367633000
"3893",240949000
"3894",538010371
"3895",538011596
"3896",257225800
"3897",269057848
"3898",249379000
"3899",247013600
"3900",244690366
"3901",477754700
"3902",356324000
"3903",211594440
"3904",431400324
"3905",567053600
"3906",563191800
"3907",636025492
"3908",636022972
"3909",211490510
"3910",244058470
"3911",266469000
"3912",310499000
"3913",244630005
"3914",211811850
"3915",247279600
"3916",667001617
"3917",352001198
"3918",247434600
"3919",636018862
"3920",228470900
"3921",352003871
"3922",564412000
"3923",525119127
"3924",246823000
"3925",244041794
"3926",566946000
"3927",636013113
"3928",477858500
"3929",431012056
"3930",352002473
"3931",356522000
"3932",636013409
"3933",244660487
"3934",256480000
"3935",248586000
"3936",613004310
"3937",256550000
"3938",273259630
"3939",256465000
"3940",431004666
"3941",431000823
"3942",247351000
"3943",246697000
"3944",205262290
"3945",371068000
"3946",244690528
"3947",538009012
"3948",211582600
"3949",248547000
"3950",372668000
"3951",256453000
"3952",244660097
"3953",219641000
"3954",309891000
"3955",211806560
"3956",538007544
"3957",244048153
"3958",563243900
"3959",431013386
"3960",538010059
"3961",256694000
"3962",314086000
"3963",538004246
"3964",477996035
"3965",403557000
"3966",538002920
"3967",209391000
"3968",205222790
"3969",538010363
"3970",352001408
"3971",244660422
"3972",431005551
"3973",431002821
"3974",210254000
"3975",352001682
"3976",219466000
"3977",271044090
"3978",667001252
"3979",405000239
"3980",352005437
"3981",533130976
"3982",525121086
"3983",256549000
"3984",247408700
"3985",374455000
"3986",538008263
"3987",563249100
"3988",636015705
"3989",258669000
"3990",563194600
"3991",259082000
"3992",312802000
"3993",566931000
"3994",205488090
"3995",538005402
"3996",246240000
"3997",240836000
"3998",307031000
"3999",273264340
"4000",538010923
"4001",211777370
"4002",257066990
"4003",244001092
"4004",565446000
"4005",244690469
"4006",538009203
"4007",308371000
"4008",636021918
"4009",538006776
"4010",258724000
"4011",563073220
"4012",533131065
"4013",613271708
"4014",563147000
"4015",244750947
"4016",538011104
"4017",563080100
"4018",636022668
"4019",211747720
"4020",563063200
"4021",431004165
"4022",319602000
"4023",563020660
"4024",210324000
"4025",224302000
"4026",538003191
"4027",218023640
"4028",341581001
"4029",525103014
"4030",273347600
"4031",229873000
"4032",431004555
"4033",463064101
"4034",636014069
"4035",563048500
"4036",244730905
"4037",341495000
"4038",563214100
"4039",249276000
"4040",244150137
"4041",477631400
"4042",563041900
"4043",563048100
"4044",431002865
"4045",351376000
"4046",525108015
"4047",244750356
"4048",249598000
"4049",211888600
"4050",667001798
"4051",236399000
"4052",538005825
"4053",563083550
"4054",249437000
"4055",256380000
"4056",538005478
"4057",249224000
"4058",636021705
"4059",244660135
"4060",525119038
"4061",525008120
"4062",241673000
"4063",235104739
"4064",229953000
"4065",533110736
"4066",431003736
"4067",215071000
"4068",338227000
"4069",205348990
"4070",566867000
"4071",229535000
"4072",538003678
"4073",319120100
"4074",525121045
"4075",538010102
"4076",249343000
"4077",533132152
"4078",649115000
"4079",566821000
"4080",636019649
"4081",564681000
"4082",352001225
"4083",563256600
"4084",538010468
"4085",311001527
"4086",341592001
"4087",636021985
"4088",538009926
"4089",205237290
"4090",564060000
"4091",403573000
"4092",563264200
"4093",211738130
"4094",205487390
"4095",538012063
"4096",351221000
"4097",636093165
"4098",565507000
"4099",273277060
"4100",431100938
"4101",538011125
"4102",352002699
"4103",636022167
"4104",211271050
"4105",636022487
"4106",244137539
"4107",431000745
"4108",565660000
"4109",205495690
"4110",370758000
"4111",636025228
"4112",219554000
"4113",211513790
"4114",309201000
"4115",211464830
"4116",357862000
"4117",211192140
"4118",309739000
"4119",249452000
"4120",636025154
"4121",229775000
"4122",351840000
"4123",352413000
"4124",230687000
"4125",357571000
"4126",374380000
"4127",211471210
"4128",636018799
"4129",352004267
"4130",249981000
"4131",255801270
"4132",477351300
"4133",352003368
"4134",636024742
"4135",567625000
"4136",241455000
"4137",566813000
"4138",567220000
"4139",636021827
"4140",352181000
"4141",215705000
"4142",636014088
"4143",215389000
"4144",564409000
"4145",567002580
"4146",538007532
"4147",538011659
"4148",367353070
"4149",244021929
"4150",538005496
"4151",538011980
"4152",245323000
"4153",319093800
"4154",636024873
"4155",249855000
"4156",511101398
"4157",215089000
"4158",511101819
"4159",477581500
"4160",636023326
"4161",636023033
"4162",314001155
"4163",636016699
"4164",477745100
"4165",352005597
"4166",341386002
"4167",563045300
"4168",477995263
"4169",431000783
"4170",352002951
"4171",245689000
"4172",636021874
"4173",538008008
"4174",226002270
"4175",314001015
"4176",244083800
"4177",309065000
"4178",215519000
"4179",271051922
"4180",613271403
"4181",212770000
"4182",311001272
"4183",258202000
"4184",241662000
"4185",538010487
"4186",244140444
"4187",403515001
"4188",636024951
"4189",232006297
"4190",503000080
"4191",257501000
"4192",563069200
"4193",566013000
"4194",352005622
"4195",241649000
"4196",565553000
"4197",533131041
"4198",477995207
"4199",565257000
"4200",249828000
"4201",431390000
"4202",636023284
"4203",211450430
"4204",356141000
"4205",577678000
"4206",352346000
"4207",247325500
"4208",244650553
"4209",636015722
"4210",636093390
"4211",205544190
"4212",257083750
"4213",563299600
"4214",373740000
"4215",431005249
"4216",565358000
"4217",564034000
"4218",228432800
"4219",477185200
"4220",477996738
"4221",244731686
"4222",563203400
"4223",352003781
"4224",353411000
"4225",205581690
"4226",255916096
"4227",431007017
"4228",273257910
"4229",538006974
"4230",257085990
"4231",356248000
"4232",525901471
"4233",309975000
"4234",352002937
"4235",440295000
"4236",755075000
"4237",755003887
"4238",259360000
"4239",374773000
"4240",244031286
"4241",461000239
"4242",312375000
"4243",538006762
"4244",256278000
"4245",257449000
"4246",563068500
"4247",440150000
"4248",636093398
"4249",352004064
"4250",538003961
"4251",256585000
"4252",563145200
"4253",636023957
"4254",354850000
"4255",271049308
"4256",244670638
"4257",431009162
"4258",431008542
"4259",431001931
"4260",370682000
"4261",636024896
"4262",636023892
"4263",533132192
"4264",563164700
"4265",564807000
"4266",636015150
"4267",205769000
"4268",256196000
"4269",211572680
"4270",431001082
"4271",269057131
"4272",636020503
"4273",538010450
"4274",636017084
"4275",257928000
"4276",563103000
"4277",215054000
"4278",563205300
"4279",240752600
"4280",215552000
"4281",352003797
"4282",257456000
"4283",636019634
"4284",352005321
"4285",440037000
"4286",533133476
"4287",244209247
"4288",440438000
"4289",304955000
"4290",477854600
"4291",636023881
"4292",205770000
"4293",235095972
"4294",538005616
"4295",310853000
"4296",636022885
"4297",667002025
"4298",538004030
"4299",611000229
"4300",548431500
"4301",219182000
"4302",248516000
"4303",211894840
"4304",271002726
"4305",248080000
"4306",477931300
"4307",244660172
"4308",257825000
"4309",636025668
"4310",636020784
"4311",538010898
"4312",477996843
"4313",352001849
"4314",563017700
"4315",574490000
"4316",352003949
"4317",563205600
"4318",538008154
"4319",253000005
"4320",319106900
"4321",215057000
"4322",241764000
"4323",341322002
"4324",538003630
"4325",205229000
"4326",273371330
"4327",538012094
"4328",352001378
"4329",538008886
"4330",244660404
"4331",369914058
"4332",229632000
"4333",636021742
"4334",636024947
"4335",636013239
"4336",255915771
"4337",565504000
"4338",241409000
"4339",244000935
"4340",244670733
"4341",538009097
"4342",303104000
"4343",354671000
"4344",258910000
"4345",352003756
"4346",248333000
"4347",257509000
"4348",538005786
"4349",403529001
"4350",477547800
"4351",215242000
"4352",311000706
"4353",538009465
"4354",538012016
"4355",255915611
"4356",664445000
"4357",314001122
"4358",368515000
"4359",636024789
"4360",306269000
"4361",219420000
"4362",636017797
"4363",563180700
"4364",259156000
"4365",563484000
"4366",355437000
"4367",248587000
"4368",258047000
"4369",563247400
"4370",352001822
"4371",636023880
"4372",246553000
"4373",538003929
"4374",538005780
"4375",503014310
"4376",211395150
"4377",636022066
"4378",256489000
"4379",636021162
"4380",256419000
"4381",219303000
"4382",241965000
"4383",525801170
"4384",352090000
"4385",226010550
"4386",538007494
"4387",246301000
"4388",725000794
"4389",249971000
"4390",565960000
"4391",538090616
"4392",244620740
"4393",248604000
"4394",563014800
"4395",538005221
"4396",248022000
"4397",563171200
"4398",563071400
"4399",538011663
"4400",538003677
"4401",538012188
"4402",211141900
"4403",566630000
"4404",355093000
"4405",271046350
"4406",441244000
"4407",636019152
"4408",253242437
"4409",563047100
"4410",572456220
"4411",538010673
"4412",256755000
"4413",352003182
"4414",548212366
"4415",249677000
"4416",316053441
"4417",636012767
"4418",563097600
"4419",273376490
"4420",210336000
"4421",538003362
"4422",271042693
"4423",538008914
"4424",370246000
"4425",414836000
"4426",259127000
"4427",231884000
"4428",249541000
"4429",538004638
"4430",636018092
"4431",253242369
"4432",563285100
"4433",563216100
"4434",538007359
"4435",368199000
"4436",215953000
"4437",538011194
"4438",244710873
"4439",205549490
"4440",244650106
"4441",219415000
"4442",247434700
"4443",312407000
"4444",538005077
"4445",247450100
"4446",273250630
"4447",310664000
"4448",538009745
"4449",311001850
"4450",548234100
"4451",636025816
"4452",636017773
"4453",431401974
"4454",352005467
"4455",538006743
"4456",215234000
"4457",352898796
"4458",353360000
"4459",636021103
"4460",211454200
"4461",533048500
"4462",256391000
"4463",356923000
"4464",345030071
"4465",211434550
"4466",538011191
"4467",244092000
"4468",248047000
"4469",525121060
"4470",352006279
"4471",211520770
"4472",354087000
"4473",257919000
"4474",563268400
"4475",356916000
"4476",565897000
"4477",310550000
"4478",373263000
"4479",345200021
"4480",244237788
"4481",247318400
"4482",352978139
"4483",440265000
"4484",244750924
"4485",636018945
"4486",525008095
"4487",352002817
"4488",538011431
"4489",636024948
"4490",374912000
"4491",477884800
"4492",538005073
"4493",352003445
"4494",256878000
"4495",538007275
"4496",244670835
"4497",563504000
"4498",538007825
"4499",550750123
"4500",374614000
"4501",566240000
"4502",538011697
"4503",235096859
"4504",371669000
"4505",548766000
"4506",311000261
"4507",538009582
"4508",538006312
"4509",352001342
"4510",566200000
"4511",273399050
"4512",563179600
"4513",269057490
"4514",374207000
"4515",431000926
"4516",352001123
"4517",211173680
"4518",309904000
"4519",636022888
"4520",567388000
"4521",538010135
"4522",431023109
"4523",538004722
"4524",538012003
"4525",244690375
"4526",667002337
"4527",477100700
"4528",667002491
"4529",215241000
"4530",636024632
"4531",567002340
"4532",431001343
"4533",413224880
"4534",211539010
"4535",249858000
"4536",367597650
"4537",249243000
"4538",431023554
"4539",369914057
"4540",563273200
"4541",538011135
"4542",538009281
"4543",636016362
"4544",244660359
"4545",431402007
"4546",215503000
"4547",563047900
"4548",205542290
"4549",257324000
"4550",538009200
"4551",355395000
"4552",413398860
"4553",319478000
"4554",220648000
"4555",538011948
"4556",353603000
"4557",701095000
"4558",248714000
"4559",538011519
"4560",215956000
"4561",563090100
"4562",636018925
"4563",367342960
"4564",244020615
"4565",620999607
"4566",352001883
"4567",403517001
"4568",412487000
"4569",310817000
"4570",525012254
"4571",366999983
"4572",538008703
"4573",422206900
"4574",249703000
"4575",538010073
"4576",311000466
"4577",565459000
"4578",352003674
"4579",249162000
"4580",636019845
"4581",525008070
"4582",563164600
"4583",636022958
"4584",311000643
"4585",563022700
"4586",414360000
"4587",641000041
"4588",466012000
"4589",211648720
"4590",563174600
"4591",413542860
"4592",244700737
"4593",538009980
"4594",271002613
"4595",636019921
"4596",211469960
"4597",248551000
"4598",431015647
"4599",538005654
"4600",538005388
"4601",567002330
"4602",255915645
"4603",244000912
"4604",211526370
"4605",567072500
"4606",538010409
"4607",352005354
"4608",352004884
"4609",636024946
"4610",477995139
"4611",256748000
"4612",538006288
"4613",253242379
"4614",237500000
"4615",244690229
"4616",525012410
"4617",357530000
"4618",205736000
"4619",630001215
"4620",205209990
"4621",538010462
"4622",563255400
"4623",228403600
"4624",538006921
"4625",636016801
"4626",211395530
"4627",477045800
"4628",257894000
"4629",256328000
"4630",567002240
"4631",567066600
"4632",244620737
"4633",636024843
"4634",367635000
"4635",538006226
"4636",249149000
"4637",701006380
"4638",477913200
"4639",701137000
"4640",370549000
"4641",256128000
"4642",636024336
"4643",636015737
"4644",256702000
"4645",431402014
"4646",538005774
"4647",244373285
"4648",354198000
"4649",563025410
"4650",219265000
"4651",431005236
"4652",241877000
"4653",574004140
"4654",636015167
"4655",419001852
"4656",413295260
"4657",248079000
"4658",248138000
"4659",354269000
"4660",533132217
"4661",271044408
"4662",403538000
"4663",244660415
"4664",431007738
"4665",244700204
"4666",538010354
"4667",248230000
"4668",636020947
"4669",477327300
"4670",431002261
"4671",567074300
"4672",244234462
"4673",567002760
"4674",256802000
"4675",636022260
"4676",235307000
"4677",636019311
"4678",755025000
"4679",565124000
"4680",253000075
"4681",525601836
"4682",538002662
"4683",567002570
"4684",352005007
"4685",432584000
"4686",629009414
"4687",244047449
"4688",563165400
"4689",440842000
"4690",240959000
"4691",636023191
"4692",256210000
"4693",273264690
"4694",636021628
"4695",271045665
"4696",255916038
"4697",419002054
"4698",636025039
"4699",636019180
"4700",636024828
"4701",244660052
"4702",218024380
"4703",538011896
"4704",205555190
"4705",370447000
"4706",311013400
"4707",249301000
"4708",538008784
"4709",563275300
"4710",431021327
"4711",211511560
"4712",373067000
"4713",525012318
"4714",538008205
"4715",564860000
"4716",538010889
"4717",215070000
"4718",253000057
"4719",477584100
"4720",629009450
"4721",538011027
"4722",610000050
"4723",431011482
"4724",431003155
"4725",431021934
"4726",271043927
"4727",563042900
"4728",241344000
"4729",525008071
"4730",431501838
"4731",352003670
"4732",477142100
"4733",215068000
"4734",244730485
"4735",273270940
"4736",257162000
"4737",564018000
"4738",244069000
"4739",247431600
"4740",211836280
"4741",205241590
"4742",636021850
"4743",374670000
"4744",636013947
"4745",538011196
"4746",538009459
"4747",538012025
"4748",563123400
"4749",636025917
"4750",219278000
"4751",431016149
"4752",477108200
"4753",431401964
"4754",244730603
"4755",232019873
"4756",356161000
"4757",403642000
"4758",538010257
"4759",352002319
"4760",636024881
"4761",563141700
"4762",373433000
"4763",374220000
"4764",431005655
"4765",574005860
"4766",244660649
"4767",667002327
"4768",636024977
"4769",373129000
"4770",232058998
"4771",247353200
"4772",249891000
"4773",548626200
"4774",567000929
"4775",256997000
"4776",538011473
"4777",636021923
"4778",240285000
"4779",538011684
"4780",273417970
"4781",431005484
"4782",304204000
"4783",215544000
"4784",477995066
"4785",525108027
"4786",668116322
"4787",211549350
"4788",533131107
"4789",511100737
"4790",352001359
"4791",563077900
"4792",525111010
"4793",311000864
"4794",538008166
"4795",314001156
"4796",226006810
"4797",636025673
"4798",567002620
"4799",256515000
"4800",431005527
"4801",244670460
"4802",538005015
"4803",538010809
"4804",311000968
"4805",636010915
"4806",538011362
"4807",563176500
"4808",565210000
"4809",259083000
"4810",405000376
"4811",563238700
"4812",368127000
"4813",636015407
"4814",563100600
"4815",235030851
"4816",236446000
"4817",230110440
"4818",636024278
"4819",538011487
"4820",574005400
"4821",636024972
"4822",538011845
"4823",352002603
"4824",566975000
"4825",431003171
"4826",352004533
"4827",412166000
"4828",256679000
"4829",636019120
"4830",241840000
"4831",413310310
"4832",563259700
"4833",228306800
"4834",205513990
"4835",538009363
"4836",477083600
"4837",255806264
"4838",352002518
"4839",244700289
"4840",533131066
"4841",311000516
"4842",268256804
"4843",538008916
"4844",565833000
"4845",228366800
"4846",219214000
"4847",538006648
"4848",632001155
"4849",256360000
"4850",477142500
"4851",316033265
"4852",538009871
"4853",248483000
"4854",413284510
"4855",563071100
"4856",636017976
"4857",205539290
"4858",247282600
"4859",431501712
"4860",431014522
"4861",211480780
"4862",205351390
"4863",244670164
"4864",538007562
"4865",538009892
"4866",613510201
"4867",319095100
"4868",271044526
"4869",211509630
"4870",538012282
"4871",352005033
"4872",538010420
"4873",219031203
"4874",244740881
"4875",249969000
"4876",215746000
"4877",477995249
"4878",636092426
"4879",304234000
"4880",244375515
"4881",538009202
"4882",477995337
"4883",538003363
"4884",431100682
"4885",563026300
"4886",247276100
"4887",215233000
"4888",413527910
"4889",352004196
"4890",563024100
"4891",244750137
"4892",431017044
"4893",231894000
"4894",636091686
"4895",533133444
"4896",240878000
"4897",538003932
"4898",525008130
"4899",203999444
"4900",636023254
"4901",567612000
"4902",636022805
"4903",311006300
"4904",538009004
"4905",345080064
"4906",422201700
"4907",431177000
"4908",538005399
"4909",352006047
"4910",268261600
"4911",431300411
"4912",564406000
"4913",636021815
"4914",249820000
"4915",244180985
"4916",205465690
"4917",431009761
"4918",273330620
"4919",636022300
"4920",264286088
"4921",440122000
"4922",538005374
"4923",273276060
"4924",636023878
"4925",431008726
"4926",431014963
"4927",352003242
"4928",533133106
"4929",440892000
"4930",636022180
"4931",636021119
"4932",563271500
"4933",636024136
"4934",574012709
"4935",565873000
"4936",215498000
"4937",563030600
"4938",256945000
"4939",538010335
"4940",211822000
"4941",636023553
"4942",636020098
"4943",636025620
"4944",477584800
"4945",352005847
"4946",312463000
"4947",244670282
"4948",352005640
"4949",352002848
"4950",256901000
"4951",241255000
"4952",563220700
"4953",538006808
"4954",366495000
"4955",271052901
"4956",525014072
"4957",636018459
"4958",431004086
"4959",511101346
"4960",538009501
"4961",636014121
"4962",477348100
"4963",636025765
"4964",567001580
"4965",431590000
"4966",538004983
"4967",566569000
"4968",352003809
"4969",229416000
"4970",311000475
"4971",311001200
"4972",414474000
"4973",636023866
"4974",431136000
"4975",538009986
"4976",431019191
"4977",352002190
"4978",259219000
"4979",636021627
"4980",352005734
"4981",431014199
"4982",238049000
"4983",636025040
"4984",525121011
"4985",750363000
"4986",636018294
"4987",240547000
"4988",563158500
"4989",413770000
"4990",374188000
"4991",311000183
"4992",215584000
"4993",563314300
"4994",205562190
"4995",229238000
"4996",244790043
"4997",636019017
"4998",636019386
"4999",538005348
"5000",256232000
"5001",373728000
"5002",311000393
"5003",538003428
"5004",533065400
"5005",215924000
"5006",525008080
"5007",431007082
"5008",431004753
"5009",525003103
"5010",636019637
"5011",431015127
"5012",636021014
"5013",247242200
"5014",247223400
"5015",533133481
"5016",538009083
"5017",271002559
"5018",241289000
"5019",548191600
"5020",667001321
"5021",215402000
"5022",563155900
"5023",431020932
"5024",636013337
"5025",538003364
"5026",215683000
"5027",356999000
"5028",525901536
"5029",538007039
"5030",211806360
"5031",538003020
"5032",257447000
"5033",636024907
"5034",636015556
"5035",256525000
"5036",538003884
"5037",563167200
"5038",249767000
"5039",567226000
"5040",636024924
"5041",431004426
"5042",538010132
"5043",314001147
"5044",477269500
"5045",431001342
"5046",314001124
"5047",249689000
"5048",255802780
"5049",667002277
"5050",224263000
"5051",352002455
"5052",215744000
"5053",373606000
"5054",538003172
"5055",538010130
"5056",538011042
"5057",477462300
"5058",563060900
"5059",352004025
"5060",414728000
"5061",432935000
"5062",366948190
"5063",431756000
"5064",538010888
"5065",255916522
"5066",533925000
"5067",372495000
"5068",352001280
"5069",431013115
"5070",311000478
"5071",636017845
"5072",563200900
"5073",636024030
"5074",538003293
"5075",572561220
"5076",636014250
"5077",477996023
"5078",636020714
"5079",431024962
"5080",356421000
"5081",310669000
"5082",566751000
"5083",548615900
"5084",477637200
"5085",249038000
"5086",249068000
"5087",232059973
"5088",563027100
"5089",310469000
"5090",371433000
"5091",636024786
"5092",431017908
"5093",574000120
"5094",374192000
"5095",229866000
"5096",620999556
"5097",511101540
"5098",538007471
"5099",431412000
"5100",636023751
"5101",431101044
"5102",412440364
"5103",354731000
"5104",352003732
"5105",720867009
"5106",538004308
"5107",241490000
"5108",238009000
"5109",311001785
"5110",352001285
"5111",636015005
"5112",405000245
"5113",563189100
"5114",232059972
"5115",413471590
"5116",211883830
"5117",563046600
"5118",211135000
"5119",256056000
"5120",636014999
"5121",249852000
"5122",220636000
"5123",229878000
"5124",311000686
"5125",352003043
"5126",431000972
"5127",353244000
"5128",431661000
"5129",413210920
"5130",538007134
"5131",374940000
"5132",431000828
"5133",667002210
"5134",312283000
"5135",636022957
"5136",613271812
"5137",572839220
"5138",563218400
"5139",632001090
"5140",247433700
"5141",413874813
"5142",413996069
"5143",413825901
"5144",431001216
"5145",574447000
"5146",413446080
"5147",413242010
"5148",413614960
"5149",413508170
"5150",413378960
"5151",413368730
"5152",413444510
"5153",413382250
"5154",412705520
"5155",413436670
"5156",413511810
"5157",413211920
"5158",636020413
"5159",351168000
"5160",413378810
"5161",413450890
"5162",413499270
"5163",311153000
"5164",413996427
"5165",413472780
"5166",413856418
"5167",413992031
"5168",413243320
"5169",413884386
"5170",413843754
"5171",413472690
"5172",413787499
"5173",412077340
"5174",413844562
"5175",667001964
"5176",352003378
"5177",249936000
"5178",538008157
"5179",413397240
"5180",636025270
"5181",750064162
"5182",352004240
"5183",413429380
"5184",419001712
"5185",413437080
"5186",423543100
"5187",613445600
"5188",413220360
"5189",412328640
"5190",413336920
"5191",312171000
"5192",431014735
"5193",261185420
"5194",413609130
"5195",413304740
"5196",414746000
"5197",413235070
"5198",352005118
"5199",413316440
"5200",412322330
"5201",413844928
"5202",413257360
"5203",636023288
"5204",563205900
"5205",538010243
"5206",413577390
"5207",412302230
"5208",574001880
"5209",413584660
"5210",413312830
"5211",413253330
"5212",413441350
"5213",249652000
"5214",538004518
"5215",247062400
"5216",636021497
"5217",256902000
"5218",563193400
"5219",511101645
"5220",273275060
"5221",567003160
"5222",632001118
"5223",667002453
"5224",667001245
"5225",630001214
"5226",538009968
"5227",636016128
"5228",311000134
"5229",538004150
"5230",563034560
"5231",636025558
"5232",374717000
"5233",632001115
"5234",205333890
"5235",613579000
"5236",248298000
"5237",352004412
"5238",574014951
"5239",310597000
"5240",533130463
"5241",431001659
"5242",477142700
"5243",431501815
"5244",256359000
"5245",533132198
"5246",567064100
"5247",352005482
"5248",636025820
"5249",613667000
"5250",311073800
"5251",354895000
"5252",477010100
"5253",431011715
"5254",247243700
"5255",209768000
"5256",511101787
"5257",352004266
"5258",567000460
"5259",224322240
"5260",511101478
"5261",636023785
"5262",273270950
"5263",650610000
"5264",273272930
"5265",667001270
"5266",263702340
"5267",538003349
"5268",240633000
"5269",563273100
"5270",431010077
"5271",538007794
"5272",352006140
"5273",636093045
"5274",257358000
"5275",636021509
"5276",372172000
"5277",563106800
"5278",636018565
"5279",422038400
"5280",538003422
"5281",240597000
"5282",271049387
"5283",636020143
"5284",353139000
"5285",431005507
"5286",309255000
"5287",228453800
"5288",256173000
"5289",248434000
"5290",220609000
"5291",538010726
"5292",224448000
"5293",255916065
"5294",431005216
"5295",538007232
"5296",667001275
"5297",352498732
"5298",525003396
"5299",352004662
"5300",219830000
"5301",244670163
"5302",352099000
"5303",563162900
"5304",244700721
"5305",244041080
"5306",440109560
"5307",440208060
"5308",441705000
"5309",440504030
"5310",440665000
"5311",636093141
"5312",441395000
"5313",538003322
"5314",373706000
"5315",440117010
"5316",440305360
"5317",241592000
"5318",220635000
"5319",431228000
"5320",316040257
"5321",210241000
"5322",311000357
"5323",325149900
"5324",525201579
"5325",311001756
"5326",538006446
"5327",538006719
"5328",353455000
"5329",525010059
"5330",413241940
"5331",525104002
"5332",352003064
"5333",249500000
"5334",566382000
"5335",352005479
"5336",352001627
"5337",525018368
"5338",525104017
"5339",525801050
"5340",533110708
"5341",352006247
"5342",525014005
"5343",525300135
"5344",563036330
"5345",477732500
"5346",403571000
"5347",525301665
"5348",636024183
"5349",352002323
"5350",525107017
"5351",533060900
"5352",636019957
"5353",525200750
"5354",525121012
"5355",240657000
"5356",538006131
"5357",538006644
"5358",229583000
"5359",525801634
"5360",525108030
"5361",219254000
"5362",533170703
"5363",760000820
"5364",525500968
"5365",525110142
"5366",538007000
"5367",563158000
"5368",413182000
"5369",419001990
