"","x"
"1872",244660264
"1873",311027700
"1874",566287000
"1875",563252500
"1876",538008807
"1877",219029025
"1878",477252100
"1879",533133251
"1880",249702000
"1881",211515220
"1882",636023955
"1883",205522890
"1884",525006041
"1885",563137100
"1886",538010019
"1887",219640000
"1888",563031300
"1889",352002184
"1890",211645510
"1891",241287000
"1892",269057642
"1893",219000034
"1894",244650651
"1895",205575290
"1896",352004593
"1897",244740942
"1898",538006489
"1899",352001410
"1900",244184211
"1901",566392000
"1902",255806426
"1903",255916258
"1904",256105000
"1905",244094180
"1906",352898743
"1907",311000340
"1908",244700820
"1909",244700449
"1910",563248800
"1911",564526000
"1912",249445000
"1913",431001562
"1914",564287000
"1915",211845090
"1916",574001370
"1917",255806320
"1918",636018900
"1919",431000162
"1920",352004315
"1921",244660520
"1922",352006245
"1923",246776000
"1924",477100100
"1925",253242242
"1926",533132049
"1927",211536330
"1928",352005699
"1929",231910000
"1930",211494230
"1931",636018114
"1932",525601953
"1933",244410000
"1934",636011282
"1935",565662000
"1936",563856000
"1937",265724260
"1938",244670745
"1939",205546690
"1940",244700201
"1941",255806196
"1942",325847000
"1943",211576840
"1944",269057316
"1945",273324590
"1946",205327890
"1947",211252860
"1948",276869000
"1949",565838000
"1950",636024470
"1951",566103000
"1952",431000529
"1953",211513250
"1954",211796120
"1955",244012849
"1956",566209000
"1957",311001723
"1958",269057351
"1959",248870000
"1960",564974000
"1961",636020815
"1962",566116000
"1963",247288900
"1964",244129550
"1965",431015093
"1966",636017832
"1967",311001411
"1968",538002073
"1969",244615886
"1970",565957000
"1971",241330000
"1972",566601000
"1973",538090715
"1974",269057029
"1975",431011509
"1976",477996959
"1977",244710872
"1978",269057643
"1979",636025995
"1980",244000835
"1981",636017774
"1982",563294700
"1983",244719540
"1984",636024028
"1985",413595490
"1986",563221200
"1987",211487210
"1988",538010419
"1989",538008516
"1990",236683000
"1991",351885000
"1992",244650754
"1993",303520000
"1994",205538390
"1995",210340000
"1996",249817000
"1997",477995233
"1998",244001923
"1999",210155000
"2000",244700884
"2001",255917000
"2002",244710710
"2003",205542590
"2004",205426890
"2005",246545000
"2006",253242448
"2007",205555790
"2008",244710736
"2009",205576690
"2010",245094000
"2011",563623000
"2012",538008320
"2013",269057328
"2014",244710484
"2015",563104200
"2016",477318800
"2017",244730543
"2018",224101930
"2019",211733740
"2020",525018052
"2021",369580000
"2022",241406000
"2023",319147800
"2024",244790936
"2025",367677560
"2026",355294000
"2027",205578390
"2028",253242285
"2029",232063064
"2030",538012096
"2031",352004984
"2032",563260500
"2033",244719111
"2034",244700689
"2035",205547690
"2036",269057001
"2037",636019077
"2038",211540960
"2039",244670511
"2040",563162500
"2041",241741000
"2042",244690365
"2043",413595480
"2044",244770901
"2045",271040189
"2046",244044538
"2047",477779200
"2048",211517600
"2049",244076547
"2050",257998000
"2051",374542000
"2052",538006076
"2053",244660420
"2054",244813000
"2055",636014739
"2056",636021730
"2057",211404140
"2058",269056766
"2059",205415190
"2060",477996014
"2061",219179000
"2062",538002852
"2063",210253000
"2064",253242440
"2065",311001573
"2066",525200832
"2067",249544000
"2068",477997316
"2069",611000271
"2070",271043255
"2071",413858000
"2072",247529100
"2073",257601000
"2074",352001633
"2075",636024785
"2076",205488290
"2077",563314700
"2078",244670283
"2079",226015340
"2080",247369100
"2081",352002251
"2082",477242700
"2083",244670735
"2084",248888000
"2085",563239700
"2086",211520360
"2087",244034582
"2088",279202730
"2089",341328002
"2090",266436000
"2091",244670098
"2092",211268380
"2093",636019233
"2094",240565000
"2095",244690784
"2096",255916105
"2097",431874000
"2098",352002032
"2099",244029412
"2100",477686100
"2101",538003122
"2102",565919000
"2103",352002332
"2104",636015619
"2105",244733530
"2106",538007627
"2107",253242295
"2108",244770607
"2109",563085930
"2110",538009232
"2111",235098061
"2112",431000301
"2113",211875230
"2114",566639000
"2115",219695000
"2116",244020721
"2117",244670451
"2118",636012630
"2119",211476020
"2120",205528890
"2121",636025046
"2122",244394699
"2123",564735000
"2124",351931000
"2125",563882000
"2126",205262190
"2127",244859480
"2128",244716806
"2129",248024000
"2130",205345790
"2131",236669000
"2132",271053805
"2133",244660018
"2134",219558000
"2135",431003903
"2136",563065560
"2137",563052000
"2138",255806149
"2139",215574000
"2140",211510940
"2141",253000001
"2142",244620196
"2143",244034413
"2144",352003849
"2145",253000077
"2146",211785120
"2147",538011327
"2148",244690223
"2149",265056000
"2150",256989000
"2151",244020943
"2152",577376000
"2153",538010172
"2154",228423800
"2155",235089284
"2156",566091000
"2157",525300082
"2158",244138386
"2159",566532000
"2160",219333000
"2161",255915987
"2162",244780213
"2163",235087256
"2164",211748260
"2165",244730150
"2166",566685000
"2167",261184910
"2168",211541290
"2169",211759510
"2170",244867550
"2171",431016922
"2172",257082000
"2173",356423000
"2174",649136000
"2175",533130753
"2176",211781080
"2177",244030857
"2178",249962000
"2179",211741410
"2180",255916483
"2181",244002662
"2182",205576390
"2183",563204400
"2184",269057080
"2185",211517290
"2186",215466000
"2187",244020530
"2188",563096600
"2189",636021568
"2190",355971000
"2191",565761000
"2192",636013764
"2193",538008582
"2194",565404000
"2195",566210000
"2196",431011753
"2197",205526290
"2198",253242441
"2199",431301018
"2200",244010776
"2201",212532000
"2202",255916563
"2203",256361000
"2204",211531660
"2205",211475880
"2206",244820331
"2207",636013611
"2208",563774000
"2209",563028800
"2210",247489300
"2211",244700427
"2212",211590200
"2213",244136747
"2214",205553390
"2215",205208690
"2216",325366000
"2217",211386030
"2218",244000826
"2219",563765000
"2220",525201488
"2221",636014973
"2222",271040610
"2223",211519100
"2224",219024550
"2225",538005249
"2226",257635000
"2227",211785530
"2228",244012291
"2229",244660087
"2230",211509480
"2231",211500770
"2232",566930000
"2233",311000666
"2234",269057837
"2235",432892000
"2236",205369890
"2237",244660616
"2238",255806227
"2239",211473920
"2240",271047132
"2241",538005387
"2242",205583590
"2243",636025684
"2244",477996907
"2245",244670357
"2246",211864700
"2247",636025263
"2248",538008092
"2249",247046400
"2250",244002399
"2251",210745000
"2252",563038000
"2253",538004032
"2254",538006178
"2255",244740941
"2256",211328590
"2257",211530930
"2258",563027990
"2259",255915853
"2260",368247000
"2261",244650571
"2262",525119069
"2263",244025989
"2264",253242474
"2265",244371109
"2266",563132700
"2267",205568390
"2268",241929000
"2269",352004909
"2270",244371189
"2271",219357000
"2272",244670155
"2273",538007646
"2274",244660094
"2275",205267390
"2276",563207400
"2277",563085890
"2278",538090717
"2279",205334390
"2280",636017991
"2281",211516560
"2282",538010262
"2283",211253890
"2284",636019828
"2285",211177620
"2286",244620782
"2287",566511000
"2288",244630019
"2289",311001585
"2290",566982000
"2291",244660587
"2292",636022191
"2293",563107700
"2294",461000243
"2295",316053534
"2296",244660413
"2297",566019000
"2298",525104001
"2299",244660377
"2300",538003549
"2301",244670836
"2302",241614000
"2303",538005911
"2304",244013087
"2305",636015105
"2306",525014220
"2307",256831000
"2308",205523890
"2309",431028115
"2310",271053558
"2311",636023588
"2312",244630148
"2313",244000953
"2314",352596000
"2315",538006543
"2316",255806151
"2317",253242277
"2318",269057566
"2319",256469000
"2320",244747975
"2321",211239740
"2322",431009442
"2323",636024246
"2324",244700207
"2325",244819057
"2326",538006081
"2327",244650323
"2328",563263800
"2329",255805250
"2330",431501701
"2331",563228600
"2332",636093336
"2333",352514000
"2334",431501664
"2335",241604000
"2336",419002055
"2337",211787250
"2338",564333000
"2339",461000234
"2340",566701000
"2341",211496450
"2342",218041230
"2343",311000633
"2344",563215600
"2345",211883510
"2346",244710182
"2347",538007095
"2348",636013376
"2349",244127849
"2350",538009755
"2351",205419690
"2352",249086000
"2353",353587000
"2354",613511600
"2355",566218000
"2356",636013380
"2357",244100187
"2358",244012683
"2359",211822470
"2360",244182422
"2361",211383970
"2362",367481310
"2363",636021496
"2364",431005092
"2365",247219700
"2366",205348590
"2367",565299000
"2368",244670267
"2369",431000792
"2370",525022410
"2371",244630100
"2372",256205000
"2373",636020892
"2374",249502000
"2375",244670266
"2376",244690901
"2377",538009895
"2378",667001249
"2379",538008333
"2380",538009668
"2381",565733000
"2382",257643000
"2383",563711000
"2384",211513810
"2385",256929000
"2386",232016768
"2387",211821210
"2388",548265500
"2389",525017081
"2390",244660477
"2391",205394990
"2392",244822424
"2393",357460000
"2394",244181901
"2395",636019496
"2396",548295100
"2397",229468000
"2398",538010362
"2399",431008000
"2400",244700582
"2401",235098053
"2402",205533990
"2403",253242498
"2404",667002323
"2405",636020061
"2406",538008423
"2407",244750986
"2408",244820397
"2409",255915743
"2410",244031318
"2411",311000481
"2412",566386000
"2413",244650777
"2414",525023138
"2415",244630353
"2416",255915896
"2417",636017134
"2418",205587090
"2419",566530000
"2420",211136490
"2421",338879000
"2422",255915642
"2423",255801280
"2424",563067500
"2425",566799000
"2426",305850000
"2427",244750076
"2428",566496000
"2429",211520390
"2430",244630814
"2431",525012143
"2432",269056415
"2433",431862000
"2434",566724000
"2435",244313824
"2436",219315000
"2437",563125800
"2438",563258600
"2439",538008206
"2440",205212890
"2441",563250300
"2442",205404390
"2443",215903000
"2444",244650709
"2445",354290000
"2446",244001596
"2447",566702000
"2448",244780534
"2449",255915980
"2450",211625180
"2451",211435700
"2452",316018880
"2453",357011000
"2454",431010743
"2455",244004022
"2456",210325000
"2457",563112800
"2458",205587390
"2459",563182700
"2460",211508260
"2461",244780488
"2462",413255730
"2463",636016661
"2464",431009421
"2465",431002201
"2466",636020882
"2467",205530290
"2468",477995062
"2469",244181389
"2470",255915985
"2471",244085940
"2472",431004027
"2473",636022945
"2474",525107018
"2475",563060700
"2476",244001324
"2477",412016580
"2478",564780000
"2479",244670062
"2480",247245300
"2481",431602326
"2482",565923000
"2483",255916283
"2484",235008440
"2485",211219600
"2486",248940000
"2487",255806058
"2488",244670858
"2489",352709000
"2490",431000173
"2491",538008670
"2492",533957000
"2493",244670159
"2494",244058655
"2495",247325600
"2496",255915978
"2497",244921844
"2498",241025000
"2499",563022600
"2500",244110397
"2501",563111600
"2502",211439110
"2503",232059165
"2504",211806580
"2505",257960000
"2506",205249490
"2507",636013615
"2508",229446000
"2509",563069100
"2510",563025390
"2511",261186487
"2512",566480000
"2513",205378590
"2514",255915986
"2515",477995137
"2516",304040000
"2517",211274030
"2518",431020732
"2519",563315300
"2520",565452000
"2521",244090224
"2522",503788000
"2523",477584200
"2524",255916087
"2525",563084060
"2526",241933000
"2527",244660096
"2528",244040672
"2529",355057000
"2530",244721362
"2531",563024400
"2532",636020246
"2533",244690991
"2534",209217000
"2535",253242489
"2536",352005775
"2537",249498000
"2538",636025443
"2539",244670932
"2540",431800677
"2541",636024206
"2542",636093028
"2543",636017986
"2544",636024968
"2545",211775790
"2546",246359000
"2547",538010210
"2548",226009650
"2549",244630141
"2550",253000115
"2551",249581000
"2552",636019310
"2553",477996801
"2554",205290590
"2555",244218882
"2556",244046000
"2557",636093062
"2558",211142640
"2559",244870573
"2560",226015180
"2561",259787000
"2562",356677000
"2563",257868000
"2564",636025560
"2565",477848800
"2566",642122013
"2567",563235700
"2568",563140100
"2569",352003562
"2570",244170753
"2571",247223700
"2572",565574000
"2573",244087627
"2574",218031050
"2575",205442290
"2576",269057005
"2577",477995284
"2578",572879220
"2579",269057137
"2580",432396000
"2581",205553000
"2582",240490800
"2583",319768000
"2584",373594000
"2585",563246900
"2586",431004506
"2587",215750000
"2588",246970000
"2589",440875000
"2590",538010699
"2591",255805370
"2592",253000069
"2593",247486100
"2594",372905000
"2595",432945000
"2596",636018579
"2597",538004968
"2598",563744000
"2599",215994000
"2600",218030600
"2601",244722764
"2602",248951000
"2603",205403390
"2604",211749240
"2605",563206500
"2606",249694000
"2607",563264600
"2608",253242385
"2609",211632510
"2610",477995065
"2611",564861000
"2612",563069950
"2613",477995357
"2614",566691000
"2615",538005753
"2616",211664350
"2617",319084600
"2618",303270000
"2619",244700415
"2620",310699000
"2621",205260390
"2622",269057360
"2623",538005511
"2624",271045135
"2625",253000074
"2626",636014251
"2627",205580990
"2628",563248400
"2629",244002228
"2630",563208200
"2631",563542000
"2632",244070355
"2633",244005969
"2634",265059000
"2635",538005202
"2636",244721416
"2637",636015941
"2638",209219000
"2639",372571000
"2640",228292700
"2641",215730000
"2642",211541590
"2643",244006037
"2644",563069500
"2645",244620914
"2646",232019341
"2647",249711000
"2648",230688000
"2649",205217290
"2650",265057000
"2651",563283000
"2652",247381000
"2653",243042594
"2654",563057800
"2655",563098800
"2656",210390000
"2657",256837000
"2658",244387072
"2659",431005056
"2660",563033240
"2661",211694420
"2662",636021546
"2663",271042562
"2664",563619000
"2665",248889000
"2666",211504720
"2667",244810599
"2668",636021464
"2669",229447000
"2670",352003508
"2671",244860636
"2672",538005407
"2673",367054000
"2674",563889000
"2675",205572990
"2676",244660256
"2677",244660392
"2678",432634000
"2679",309998000
"2680",563083790
"2681",273335920
"2682",372419000
"2683",538007841
"2684",431501663
"2685",244660703
"2686",563233400
"2687",211548450
"2688",244670831
"2689",269057800
"2690",244660421
"2691",563056400
"2692",636020128
"2693",266464000
"2694",244700991
"2695",566163000
"2696",273358180
"2697",236283000
"2698",257069560
"2699",244690543
"2700",432702000
"2701",525271053
"2702",636022682
"2703",213433000
"2704",205578990
"2705",244780955
"2706",636022279
"2707",367597640
"2708",566373000
"2709",211813320
"2710",477997157
"2711",563180600
"2712",205346890
"2713",636016683
"2714",565643000
"2715",224142890
"2716",244009995
"2717",205491290
"2718",525007403
"2719",613429702
"2720",563162400
"2721",261185590
"2722",211789740
"2723",566385000
"2724",256209000
"2725",205570090
"2726",305794000
"2727",255806229
"2728",244137783
"2729",244630605
"2730",244670245
"2731",636024970
"2732",205575690
"2733",636014910
"2734",205563990
"2735",636022583
"2736",431010268
"2737",477150200
"2738",477021500
"2739",367353660
"2740",357800000
"2741",205045800
"2742",244900072
"2743",205528990
"2744",218038720
"2745",249747000
"2746",205502790
"2747",374728000
"2748",477996679
"2749",701125000
"2750",205534890
"2751",269057280
"2752",538010032
"2753",563163100
"2754",538003481
"2755",563117800
"2756",273278750
"2757",244660356
"2758",211883180
"2759",244276006
"2760",211555310
"2761",636025953
"2762",413347470
"2763",566976000
"2764",668116342
"2765",563227500
"2766",311807000
"2767",431019648
"2768",253242279
"2769",244020207
"2770",316013209
"2771",261185230
"2772",431000384
"2773",244710876
"2774",636018753
"2775",311000765
"2776",413230950
"2777",244373489
"2778",431023116
"2779",257555000
"2780",538006764
"2781",244670059
"2782",211473910
"2783",538007465
"2784",477995381
"2785",209577000
"2786",352285000
"2787",229754000
"2788",219015298
"2789",256746000
"2790",244394136
"2791",538005248
"2792",636019920
"2793",563214900
"2794",440696000
"2795",205564590
"2796",538009972
"2797",563021200
"2798",212660000
"2799",269057206
"2800",265061000
"2801",566612000
"2802",431402035
"2803",232056397
"2804",211290330
"2805",244650813
"2806",271042475
"2807",244660414
"2808",244140886
"2809",247431300
"2810",566538000
"2811",230689000
"2812",563144300
"2813",244093294
"2814",319017600
"2815",269057581
"2816",244740576
"2817",205581790
"2818",215078000
"2819",647553024
"2820",244710164
"2821",563071760
"2822",636021208
"2823",228440900
"2824",563251100
"2825",533133126
"2826",244029556
"2827",241324000
"2828",244830109
"2829",538002220
"2830",244005917
"2831",269057007
"2832",244660255
"2833",245675000
"2834",538011720
"2835",244710843
"2836",563160500
"2837",563119500
"2838",538010789
"2839",538005240
"2840",269057139
"2841",565592000
"2842",352006112
"2843",205575790
"2844",319445000
"2845",636022940
"2846",257037140
"2847",249791000
"2848",247427900
"2849",538002883
"2850",269057119
"2851",232038978
"2852",211494220
"2853",219764000
"2854",636022367
"2855",629009782
"2856",636016400
"2857",525007290
"2858",538010209
"2859",538008424
"2860",244750518
"2861",269057129
"2862",241618000
"2863",244001312
"2864",431013102
"2865",352978182
"2866",566474000
"2867",431010586
"2868",244780360
"2869",341453001
"2870",255915977
"2871",431140000
"2872",247104500
"2873",431608000
"2874",244670673
"2875",244710230
"2876",525601154
"2877",538006809
"2878",636019201
"2879",563140000
"2880",636017880
"2881",271048050
"2882",244810462
"2883",211494200
"2884",636093044
"2885",244670277
"2886",253000070
"2887",636093049
"2888",205500990
"2889",248941000
"2890",249821000
"2891",563206900
"2892",211487500
"2893",431001151
"2894",244700236
"2895",258277000
"2896",636019198
"2897",265058000
"2898",210096000
"2899",273453430
"2900",215382000
"2901",211881800
"2902",403647000
"2903",636019167
"2904",565282000
"2905",566555000
"2906",538006507
"2907",228415700
"2908",563190900
"2909",636023559
"2910",211496350
"2911",229319000
"2912",636021569
"2913",224327160
"2914",563079390
"2915",215534000
"2916",241866000
"2917",431018367
"2918",244041882
"2919",248791000
"2920",224805000
"2921",244700574
"2922",477995338
"2923",269057089
"2924",244730209
"2925",352480000
"2926",255806404
"2927",249294000
"2928",273267340
"2929",440033000
"2930",667002501
"2931",211259760
"2932",538011921
"2933",209296000
"2934",755127000
"2935",525016675
"2936",244660967
"2937",244050158
"2938",211855130
"2939",205479890
"2940",538008142
"2941",255806341
"2942",636021853
"2943",211806570
"2944",477996981
"2945",224882000
"2946",244267000
"2947",566753000
"2948",563033250
"2949",205578090
"2950",273618730
"2951",636024469
"2952",374989000
"2953",241423000
"2954",244020589
"2955",538006840
"2956",352003982
"2957",244670168
"2958",244515000
"2959",211496510
"2960",477694500
"2961",215178000
"2962",630001207
"2963",367393330
"2964",205509590
"2965",352002241
"2966",477105700
"2967",636021482
"2968",431019458
"2969",316017550
"2970",352002243
"2971",525101819
"2972",304201000
"2973",215858000
"2974",271000716
"2975",248315000
"2976",565261000
"2977",503016010
"2978",241734000
"2979",211782820
"2980",256257000
"2981",667002291
"2982",257131000
"2983",218006030
"2984",374204000
"2985",273267690
"2986",563096800
"2987",205473290
"2988",271047982
"2989",249706000
"2990",247171100
"2991",211486580
"2992",245313000
"2993",356195000
"2994",636023876
"2995",245286000
"2996",636021474
"2997",538010212
"2998",525008081
"2999",211885370
"3000",563225500
"3001",574005680
"3002",538011450
"3003",244041722
"3004",229869000
"3005",259105000
"3006",248964000
"3007",215933000
"3008",538005418
"3009",228437800
"3010",255917239
"3011",563078700
"3012",211515740
"3013",563037800
"3014",636019297
"3015",566072000
"3016",431019168
"3017",431618000
"3018",538005865
"3019",533180004
"3020",244000828
"3021",565996000
"3022",636016149
"3023",565603000
"3024",232063279
"3025",228473700
"3026",477539200
"3027",636019548
"3028",357315000
"3029",563445000
"3030",574002830
"3031",219624000
"3032",219332000
"3033",636015336
"3034",266001000
"3035",538008724
"3036",636016361
"3037",563029230
"3038",209356000
"3039",369225000
"3040",255916024
"3041",219432000
"3042",636014701
"3043",219034365
"3044",354306000
"3045",477728200
"3046",538010129
"3047",244821257
"3048",279202709
"3049",352146000
"3050",538007098
"3051",256784000
"3052",563299500
"3053",257145000
"3054",244335000
"3055",319459000
"3056",244754426
"3057",574004960
"3058",477112900
"3059",563153900
"3060",205771000
"3061",352002931
"3062",563216700
"3063",563243700
"3064",525007390
"3065",219758000
"3066",636020366
"3067",538010423
"3068",431010785
"3069",244039113
"3070",538009898
"3071",244870429
"3072",567002230
"3073",311000974
"3074",229645000
"3075",563227700
"3076",219309000
"3077",259319000
"3078",244820290
"3079",244727225
"3080",413607840
"3081",441983000
"3082",249566000
"3083",636018566
"3084",249811000
"3085",257071620
"3086",352797000
"3087",229456000
"3088",431026668
"3089",237829800
"3090",477043500
"3091",244009864
"3092",636012425
"3093",413527980
"3094",566849000
"3095",432707000
"3096",244670433
"3097",566000000
"3098",244010731
"3099",232026709
"3100",538009779
"3101",563037600
"3102",235106302
"3103",256954000
"3104",305255000
"3105",228420700
"3106",636093032
"3107",477997186
"3108",246108000
"3109",310816000
"3110",356251000
"3111",249955000
"3112",219032954
"3113",258152000
"3114",636015251
"3115",244690316
"3116",241853000
"3117",563038490
"3118",244070112
"3119",205208790
"3120",352001650
"3121",566638000
"3122",255916284
"3123",247223600
"3124",564344000
"3125",244733590
"3126",413468760
"3127",367353090
"3128",567463000
"3129",563013800
"3130",273272850
"3131",563038700
"3132",431005553
"3133",563102300
"3134",636024537
"3135",477996955
"3136",205157000
"3137",477985200
"3138",244184029
"3139",538090714
"3140",374548000
"3141",432809000
"3142",477023700
"3143",538010458
"3144",244700688
"3145",525119160
"3146",538011713
"3147",244001023
"3148",249862000
"3149",244630015
"3150",244715300
"3151",355037000
"3152",566339000
"3153",210225000
"3154",244804936
"3155",241716000
"3156",352002459
"3157",566030000
"3158",477996613
"3159",538010144
"3160",244094246
"3161",636021772
"3162",431003277
"3163",219031135
"3164",256223000
"3165",244670404
"3166",351532000
"3167",431001837
"3168",538006745
"3169",636014478
"3170",414731000
"3171",244740788
"3172",259372000
"3173",538011471
"3174",563562000
"3175",413376430
"3176",228372600
"3177",256398000
"3178",257980000
"3179",244001503
"3180",636018723
"3181",246881000
"3182",636022581
"3183",210855000
"3184",667001645
"3185",563624000
"3186",305851000
"3187",538010608
"3188",538009367
"3189",304070000
"3190",244556367
"3191",211749250
"3192",565218000
"3193",477854500
"3194",636024741
"3195",229561000
"3196",255806138
"3197",563853000
"3198",636021410
"3199",563261200
"3200",255806224
"3201",461000329
"3202",273351780
"3203",314001065
"3204",256838000
"3205",244630043
"3206",229259000
"3207",266002000
"3208",244650132
"3209",311001179
"3210",271002685
"3211",211809560
"3212",205184000
"3213",477708900
"3214",211501520
"3215",352002622
"3216",538006132
"3217",477711700
"3218",244087055
"3219",413346120
"3220",538003431
"3221",244730614
"3222",205575390
"3223",538011177
"3224",538003001
"3225",205571290
"3226",244750249
"3227",477340400
"3228",240438000
"3229",353287000
"3230",431200000
"3231",218050010
"3232",477493700
"3233",244690332
"3234",212123000
"3235",636014902
"3236",563215500
"3237",533057200
"3238",269057053
"3239",636021383
"3240",205585890
"3241",244558635
"3242",249803000
"3243",244700581
"3244",538008626
"3245",538005094
"3246",636024606
"3247",215865000
"3248",312794000
"3249",563266100
"3250",244690521
"3251",636020115
"3252",205259790
"3253",352002939
"3254",232064564
"3255",255916300
"3256",538004975
"3257",538009686
"3258",636025818
"3259",366273000
"3260",211756140
"3261",564368000
"3262",244700794
"3263",538005401
"3264",220514000
"3265",563120700
"3266",244710402
"3267",477995927
"3268",257729000
"3269",247487800
"3270",566007000
"3271",636019541
"3272",249948000
"3273",269057620
"3274",440241000
"3275",525201554
"3276",414829000
"3277",477584600
"3278",636024551
"3279",248054000
"3280",373367000
"3281",273439180
"3282",249957000
"3283",244138927
"3284",311000548
"3285",636023949
"3286",525012255
"3287",256392000
"3288",228461800
"3289",613572604
"3290",244670108
"3291",538007278
"3292",413573510
"3293",205371190
"3294",244660412
"3295",477194200
"3296",205551590
"3297",538005551
"3298",352001897
"3299",566841000
"3300",205524390
"3301",244105935
"3302",352004737
"3303",538007561
"3304",211368460
"3305",338158000
"3306",563336000
"3307",567070700
"3308",244630720
"3309",431013662
"3310",563138800
"3311",311001845
"3312",257942000
"3313",503000219
"3314",477293800
"3315",636023285
"3316",269057016
"3317",538002922
"3318",636019145
"3319",538010193
"3320",256077000
"3321",244868792
"3322",205435990
"3323",525006215
"3324",613661400
"3325",563087300
"3326",273458830
"3327",636022700
"3328",311000379
"3329",413395130
"3330",211804140
"3331",636022218
"3332",636015248
"3333",312491000
"3334",667002425
"3335",244740404
"3336",220637000
"3337",354409000
"3338",257899000
"3339",563759000
"3340",215800600
"3341",249475000
"3342",636024676
"3343",636017596
"3344",247326000
"3345",374638000
"3346",352002560
"3347",273271950
"3348",566824000
"3349",413228740
"3350",229449000
"3351",311026700
"3352",244790972
"3353",257569000
"3354",563223700
"3355",258568000
"3356",271043403
"3357",538009886
"3358",636020880
"3359",371353000
"3360",538006177
"3361",310757000
"3362",567072100
"3363",431003374
"3364",567002110
"3365",244658378
"3366",563180100
"3367",259928000
"3368",636019362
"3369",244070891
"3370",477229900
"3371",248716000
"3372",413392340
"3373",563138900
"3374",567001490
"3375",248531000
"3376",538090716
"3377",244003840
"3378",413176000
"3379",244170779
"3380",211487450
"3381",371008000
"3382",269057858
"3383",316018750
"3384",249028000
"3385",244180739
"3386",209387000
"3387",211513350
"3388",248148000
"3389",244730048
"3390",244670574
"3391",563121600
"3392",211850250
"3393",316011950
"3394",563079600
"3395",247346000
"3396",667001407
"3397",244660054
"3398",563249400
"3399",636025474
"3400",211241700
"3401",219644000
"3402",211555440
"3403",636017828
"3404",636020804
"3405",244700668
"3406",461000282
"3407",563259800
"3408",211439370
"3409",367337960
"3410",245934000
"3411",310787000
"3412",701007053
"3413",241962000
"3414",244040891
"3415",247275900
"3416",636023108
"3417",370799000
"3418",538005869
"3419",209610000
"3420",215194000
"3421",352001838
"3422",244740786
"3423",419746000
"3424",565699000
"3425",419001673
"3426",667002199
"3427",241371000
"3428",538006544
"3429",311038000
"3430",563028450
"3431",370755000
"3432",525107008
"3433",431018478
"3434",565888000
"3435",372990000
"3436",367688000
"3437",352004147
"3438",211437930
"3439",371294000
"3440",538007126
"3441",211334230
"3442",431400317
"3443",352001786
"3444",538010456
"3445",601890200
"3446",636023325
"3447",244750103
"3448",352003633
"3449",271044525
"3450",211589800
"3451",369040000
"3452",240732000
"3453",244678000
"3454",563014600
"3455",211804170
"3456",431006012
"3457",525801312
"3458",244010955
"3459",538011054
"3460",249848000
"3461",632001103
"3462",244700414
"3463",244750822
"3464",357492000
"3465",538005404
"3466",431015824
"3467",533132083
"3468",636023661
"3469",946588683
"3470",244710367
"3471",538010127
"3472",367067110
"3473",209066000
"3474",533130844
"3475",538005584
"3476",431004049
"3477",244857000
"3478",229546000
"3479",636021090
"3480",205556690
"3481",352001148
"3482",269057853
"3483",677027900
"3484",563271100
"3485",256312000
"3486",636018231
"3487",244690300
"3488",636020778
"3489",565516000
"3490",255915690
"3491",538009138
"3492",431006887
"3493",538008717
"3494",352006406
"3495",636021573
"3496",538004031
"3497",219499000
"3498",538010463
"3499",431014021
"3500",626557000
"3501",538004371
"3502",247451100
"3503",236263000
"3504",567065800
"3505",563451000
"3506",211712470
"3507",636017481
"3508",477996494
"3509",211883850
"3510",215436000
"3511",636016397
"3512",255804280
"3513",538007040
"3514",563071600
"3515",605076052
"3516",255915589
"3517",632001152
"3518",567073200
"3519",636022405
"3520",229692000
"3521",255806262
"3522",525500366
"3523",247235100
"3524",244060192
"3525",538006038
"3526",538005319
"3527",211516810
"3528",341341000
"3529",538011411
"3530",256376000
"3531",238256000
"3532",352003080
"3533",548696300
"3534",563191500
"3535",636020130
"3536",211500430
"3537",636013157
"3538",563217900
"3539",257389000
"3540",538010648
"3541",538009542
"3542",574002130
"3543",244670734
"3544",235095979
"3545",431101164
"3546",563083810
"3547",563262400
"3548",374345000
"3549",538010090
"3550",538005553
"3551",205576290
"3552",247102500
"3553",249879000
"3554",312882000
"3555",210408000
"3556",273272260
"3557",636019764
"3558",215567000
"3559",710009260
"3560",352005045
"3561",219151000
"3562",244620628
"3563",241843000
"3564",636016290
"3565",636023011
"3566",636021735
"3567",538011549
"3568",311000334
"3569",636018546
"3570",563027640
"3571",566009000
"3572",565122000
"3573",636015107
"3574",563136900
"3575",538006168
"3576",205278990
"3577",563086270
"3578",538011231
"3579",352003070
"3580",538011451
"3581",215860000
"3582",563082400
"3583",255831000
"3584",211706940
"3585",477995372
"3586",246478000
"3587",255804750
"3588",269057045
"3589",567001760
"3590",563265900
"3591",636021867
"3592",232006300
"3593",461000284
"3594",431004957
"3595",311000574
"3596",538010003
"3597",431020877
"3598",538010128
"3599",538010234
"3600",477191800
"3601",353727000
"3602",477995371
"3603",564300000
"3604",247182500
"3605",314001158
"3606",369703000
"3607",255916548
"3608",249223000
"3609",211123690
"3610",310744000
"3611",249044000
"3612",636014675
"3613",431010068
"3614",636022582
"3615",538002609
"3616",211551690
"3617",564863000
"3618",564778000
"3619",338500000
"3620",564616000
